Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
183.94.22.93,119.36.140.226,6,59473,443,2459,208.344
119.36.140.225,183.94.22.11,6,443,46498,21580,3162.497
123.6.63.52,218.106.117.236,6,443,51938,2503,8034.499
183.94.22.41,114.55.236.88,6,45140,443,1975,1122.616
58.205.215.159,115.156.142.113,6,443,40640,13779,591.391
115.156.142.224,49.4.35.235,6,39036,443,3258,110.613
222.192.187.253,222.20.70.59,17,443,59357,13932,64.215
183.95.73.80,116.172.66.189,6,53288,8443,66923,5210.03
222.192.187.240,222.20.98.67,6,443,60558,3111,46.41
222.192.187.242,115.156.144.178,6,443,57795,5896,10107.97
110.253.188.148,183.95.73.56,6,443,46878,1554,130.868
115.156.144.170,43.137.153.111,6,49198,443,33084,7960.432
103.37.152.48,183.95.73.55,6,443,48312,3420,62.967
140.207.124.95,183.94.22.23,6,443,56349,36381,138.051
122.189.220.164,115.156.142.134,6,443,50412,1634,126.741
59.111.248.82,115.156.141.227,6,443,53632,2641,67.826
218.106.117.230,58.20.173.27,6,49092,443,3538,2027.635
153.101.140.207,183.95.73.46,17,20601,39337,55801,200.366
115.156.142.151,117.158.188.42,6,42604,9501,9108,85.347
183.94.22.84,61.242.183.221,6,48692,443,1051,39.275
218.197.196.23,121.194.11.72,6,1641,443,7230,4958.164
115.156.158.244,39.106.236.99,6,8102,80,2802,65.697
115.156.143.24,223.109.148.178,6,58726,443,2211,74.552
124.92.0.184,183.95.73.48,6,33944,53872,4518,37.965
220.202.20.244,183.94.22.41,6,443,53551,2868,92.841
119.36.164.41,183.95.73.24,6,443,42330,5990,21.642
117.93.6.106,115.156.142.230,17,49869,58419,21744,1646.31
116.177.224.233,183.95.73.36,6,80,37303,6002,32.653
202.114.0.250,211.91.184.105,6,443,55673,8449,579.677
122.189.82.235,183.95.73.23,6,443,38720,1939,37.099
210.42.68.15,122.205.53.225,6,443,55577,1106492,784.167
115.156.144.177,116.207.181.200,6,52558,443,1744,83.194
183.94.22.63,113.56.147.80,6,60856,443,1482,72.592
115.156.143.197,222.192.187.184,6,55066,80,3109,140.515
103.37.152.28,115.156.142.135,6,443,56182,1762,46.526
109.244.244.111,115.156.143.187,17,20990,37011,10823,11282.923
118.194.33.185,115.156.143.102,6,443,46464,4436,415.618
119.249.103.180,183.94.22.63,6,80,35730,1876,2456.061
42.56.77.129,183.94.22.50,6,443,50446,4068,582.707
119.96.5.110,183.94.22.29,6,80,58439,20344,2.438
221.15.71.67,218.106.117.236,6,443,48868,1932,93.785
122.205.109.41,115.156.143.90,6,80,56348,74494,778.115
124.160.141.45,218.106.117.230,6,443,7360,3425,37.567
122.189.234.2,218.106.117.233,17,443,58224,1193,1985.972
43.141.69.67,115.156.141.153,6,80,20138,24640,2017.403
210.42.108.5,106.8.137.71,6,80,40619,1501,30.538
59.78.173.41,115.156.144.101,6,80,52548,481109,600.386
183.95.73.63,124.88.91.22,6,7202,80,2783,1073.959
17.248.152.108,115.156.141.53,17,443,56846,2177,53.499
40.126.16.161,183.94.22.58,6,443,49711,4586,647.21
221.194.175.44,183.94.22.70,6,443,58138,24376,438.916
218.197.232.115,121.194.11.72,6,10363,443,1679,82.149
183.94.22.13,183.94.132.89,17,47761,10660,94028,5356.241
210.42.68.2,115.156.141.104,6,80,43218,104088,2431.12
20.189.172.32,115.156.147.164,6,443,50540,3777,567.132
202.89.233.100,222.20.84.104,6,443,52885,2269,70.676
118.183.14.115,115.156.143.190,17,4480,49279,223408,1411.754
52.182.143.209,115.156.144.127,6,443,50530,2395,248.697
183.95.73.46,27.221.68.43,6,56808,443,1687005,1304.303
119.186.88.182,218.106.117.236,17,12345,54304,20694,6026.68
119.36.124.171,218.106.117.236,6,80,50748,70096,827.799
39.136.148.55,183.95.73.99,6,443,45576,4441,41.483
60.28.198.25,183.95.73.60,6,443,49385,3697,36.025
116.136.188.184,218.106.117.232,6,443,55076,1804,75.029
58.19.27.46,183.95.73.37,17,33001,33001,1994,9981.756
182.254.61.59,115.156.144.196,6,80,51796,6349,1.326
110.18.100.88,183.95.73.47,17,29843,42147,8378,201.594
115.156.141.171,109.244.227.77,17,35102,11644,14217,13741.218
203.119.204.17,115.156.144.7,17,443,52795,4713,819.602
221.15.71.66,183.95.73.83,6,443,37886,1821,2772.808
112.46.192.109,218.106.117.234,6,35671,35194,324046,1518.15
110.253.189.211,183.94.22.64,6,443,40556,2354,230.245
115.156.143.148,220.181.159.44,6,33908,443,1287,53.957
122.189.237.126,183.94.22.48,6,443,52915,5995,322.444
121.51.49.19,115.156.143.51,6,443,53746,3678,29.938
36.138.123.18,115.156.143.214,6,443,6121,13320,85.863
39.171.211.56,115.156.144.183,17,40793,52508,93149,9370.251
115.156.142.4,81.69.116.87,17,60615,443,2143,47.327
115.156.142.177,59.82.122.63,17,58975,443,6510,10.868
115.156.142.74,117.48.156.223,6,39710,443,18887,134.974
59.78.211.250,115.156.141.161,6,443,52234,128487,625.546
115.156.142.23,122.190.51.207,6,50113,443,3454,299.088
119.96.5.106,115.156.142.110,6,80,58707,5577,2047.129
47.116.85.30,218.197.222.254,6,6100,55730,3361,10000.085
120.233.87.184,115.156.143.79,6,22340,7647,2485,325.45
115.156.141.64,111.29.57.178,6,5555,11022,1851,4149.992
140.249.153.86,115.156.144.91,6,80,5258,445675,1055.017
115.156.142.91,43.145.41.107,6,49208,443,2973,220.189
52.191.219.104,183.95.73.50,6,443,54135,1141,769.505
116.153.60.140,218.106.117.236,6,443,4661,30103,40.747
157.255.4.155,183.94.22.81,6,443,16137,2438,94.881
115.156.143.98,111.18.90.64,6,59564,9053,1994,6264.036
36.110.137.90,115.156.141.10,6,443,49524,3122,144.413
114.246.206.221,183.95.73.57,17,53700,56898,1792,8460.454
115.156.144.118,182.61.200.56,6,54340,443,14615,1492.921
210.42.68.5,115.156.142.234,6,80,56780,12750,2.116
115.156.141.195,111.13.225.83,6,41812,80,1566,103.448
218.98.32.43,183.94.22.51,6,443,58536,5040,3953.859
58.19.27.18,121.17.252.9,6,50001,80,1681,1169.289
183.95.73.10,112.123.76.204,17,48001,27433,3790,661.999
47.101.242.251,115.156.144.24,6,443,59290,94854,1112.63
122.205.3.106,47.98.137.249,6,43646,443,1185,193.222
118.212.236.46,183.94.22.37,17,443,55978,22422,34.379
58.49.156.79,115.156.141.183,6,80,4827,23954,7168.123
119.96.5.110,115.156.141.146,6,80,9509,15690,7167.842
43.137.208.112,115.156.204.157,6,443,54178,9132,141.125
222.20.87.49,109.244.255.91,17,51901,443,4884,310.932
218.106.117.229,119.36.124.159,6,49442,443,1114,19.988
210.42.68.11,115.156.141.93,6,80,37788,161234,37.786
183.94.22.89,182.118.238.129,17,59686,38847,1136,665.105
202.89.233.101,115.156.142.135,6,443,52622,17748,5554.162
183.94.22.87,175.178.30.199,6,59259,443,2216,341.609
157.148.126.125,183.95.73.14,6,443,52866,25576,681.932
116.196.140.237,183.95.73.96,6,443,49752,3864,593.841
115.156.141.161,112.29.250.217,6,59004,9150,2772,611.489
119.167.151.150,183.94.22.21,6,59911,47064,65695,676.41
121.194.11.72,115.156.143.18,6,443,41572,13738,43.7
36.143.78.210,222.20.97.213,6,4476,443,1398,357.237
143.244.50.83,222.20.105.110,6,443,53610,28919,1058.842
58.19.27.40,111.52.82.4,17,51453,28640,4491,2813.339
49.4.32.206,222.20.124.134,6,443,35338,2047,274.041
211.141.197.196,115.156.141.124,6,23788,48078,6056,45.602
119.97.181.245,218.106.117.236,6,80,58772,5626,1024.622
120.232.218.126,115.156.144.70,6,53941,49938,1779,217.2
111.206.109.108,183.94.22.63,6,443,4552,3209,3052.179
223.109.90.119,211.67.23.188,6,1500,63987,68884,78.337
23.77.3.174,218.197.251.216,6,443,11507,3100,52.942
159.75.195.136,115.156.197.19,6,443,51693,3164,98.096
115.156.141.29,182.61.62.130,6,51230,443,1138,32.093
222.20.97.166,20.189.172.33,6,58256,443,1135,946.754
157.255.4.215,218.106.117.235,6,443,60721,2504,2.124
14.213.20.169,115.156.142.215,17,4845,13164,26033,2249.843
116.133.8.147,183.94.22.67,6,443,47500,1675,40.877
115.156.142.112,222.192.186.76,6,6218,443,2566,313.036
140.207.56.254,183.94.22.35,6,443,37974,2389,3434.568
115.156.143.227,103.37.155.17,6,53619,443,3722,36.936
115.156.141.202,49.7.253.45,6,45384,80,1676,168.468
43.141.70.189,115.156.141.153,6,80,20390,23686,955.823
27.38.249.50,218.106.117.236,17,6902,59639,1166,8483.786
211.144.24.150,218.106.117.234,6,443,34802,4686,88.75
120.133.65.235,115.156.144.140,6,443,54207,1574,72.265
119.97.181.245,183.95.73.79,6,80,59983,52574,1000.519
52.182.143.209,183.95.73.63,6,443,5286,3040,249.984
58.19.27.71,119.36.175.54,6,33018,443,4092,696.715
43.141.132.47,115.156.144.188,6,80,50606,68504,3791.276
115.156.143.169,222.192.187.241,6,53741,443,11116,1173.272
111.172.236.82,183.95.73.71,6,80,54654,11096,1022.402
60.185.82.73,115.156.143.209,17,49236,52808,17978,13234.021
112.120.33.192,115.156.144.80,6,40586,51496,3274,1054.787
61.240.206.11,183.95.73.68,6,443,56352,9122,2360.826
47.100.27.44,183.95.73.91,6,80,7380,2932,16.263
1.194.253.228,115.156.143.215,6,443,57921,5156,139.199
157.148.63.92,183.94.22.100,6,443,37316,1026,1960.195
157.148.126.122,218.106.117.235,6,443,56610,39431,1614.068
115.156.141.52,17.111.103.19,6,61054,443,3733,964.43
115.156.142.48,20.135.6.15,6,12120,443,2207,271.642
122.188.39.43,183.95.73.21,6,80,58954,27036,3.727
112.19.142.240,115.156.144.207,6,443,49493,3258,545.284
121.194.11.72,115.156.142.185,6,443,56012,32422,5672.905
223.91.174.200,115.156.144.86,17,37851,60060,4326,1792.747
58.19.160.206,218.106.117.236,6,443,49666,1480,51.507
183.94.22.76,157.148.15.141,6,51701,6700,1098,344.286
115.156.144.136,154.83.89.51,17,54693,22001,19238,9980.475
157.255.49.147,183.95.73.11,6,443,37358,4236,73.617
112.132.119.67,183.95.73.46,6,443,3720,2899,82.417
103.45.72.4,183.94.22.91,6,443,6769,1886,48.808
119.96.5.106,115.156.143.66,6,80,61795,136173,304.602
115.156.143.63,58.47.69.250,17,35788,443,14599,1210.734
183.95.73.42,119.36.175.58,6,50070,80,1166,176.623
183.95.73.94,119.36.116.150,6,6189,443,2429,294.672
183.94.22.32,117.34.231.248,6,4183,18093,3560,3239.815
183.94.22.10,119.167.139.43,6,56587,443,930635,114.534
120.233.155.85,115.156.143.24,6,443,14599,3159,1541.064
183.95.73.60,112.132.119.67,6,43592,443,1223,90.535
218.106.117.236,112.83.140.13,6,38968,443,1565,8336.026
115.156.142.154,210.42.68.15,6,42182,80,1512,32.049
58.19.27.41,111.48.138.111,6,49258,443,1024,219.434
58.19.27.74,183.95.56.115,17,12557,16590,9939,1138.15
58.49.156.78,218.106.117.236,6,80,33027,28687,4.214
115.156.141.222,58.205.215.150,6,49227,80,3950,694.125
27.16.200.189,115.156.144.12,17,20687,8567,35946,512.674
122.195.189.99,183.95.73.99,6,496,53765,2810,1685.108
222.192.187.254,115.156.143.86,6,443,57078,26178,89.306
220.200.63.124,183.95.73.39,17,19465,8568,41166,7.066
125.107.15.67,183.95.73.81,17,15553,13798,1114202,3281.052
59.172.206.58,218.197.196.55,6,21443,54812,2338,49.31
119.36.89.129,218.106.117.230,6,443,56000,5043,339.122
115.156.141.89,159.27.247.0,6,49178,443,1836,117.905
119.36.225.50,183.95.73.91,6,80,18018,40342,468.681
39.136.167.85,115.156.141.111,6,443,54548,78073,308.801
42.48.120.20,183.95.73.44,6,443,61583,94597,111.668
183.95.73.60,220.202.20.244,6,55804,443,2445,348.62
119.96.5.110,183.94.22.29,6,80,58434,15152,315.786
153.3.237.157,183.94.22.25,6,443,51514,17960,220.506
43.141.49.118,115.156.141.24,6,443,49500,233300,5966.585
101.126.24.87,115.156.143.205,6,443,36860,3411,355.961
119.36.225.73,183.94.22.54,6,80,49364,26736,21.071
218.60.45.145,183.95.73.24,6,443,56792,1114826,971.174
52.191.219.104,183.94.22.39,6,443,21436,1956,825.364
116.132.255.57,183.94.22.70,6,443,47398,2308,6162.721
101.71.209.67,218.106.117.236,17,30584,39403,17667,8.643
115.156.144.117,39.105.196.30,17,9833,58724,3870,3934.246
13.114.167.208,218.106.117.233,6,443,8627,1678,166.879
61.241.212.143,183.94.22.71,6,56192,44814,4422,21.502
115.156.141.106,122.205.109.35,6,52728,443,2973,83.516
115.156.142.185,183.232.235.40,6,56281,46605,10350,5419.58
116.153.60.140,183.94.22.27,6,443,59758,1438,75.83
184.24.87.26,115.156.141.52,6,443,61536,1826,199.901
42.231.138.50,183.95.73.47,6,443,37764,1375,38.335
59.82.29.222,183.94.22.75,6,443,58636,11228,3850.709
120.72.34.95,218.106.117.234,6,443,49860,1612,50.096
111.206.174.203,183.95.73.79,6,443,57210,2187,128.235
119.36.225.50,218.106.117.236,6,80,60589,27395,1518.709
218.106.117.230,27.44.123.114,6,43496,8081,1150,20.239
157.148.41.245,218.106.117.236,6,443,53614,4792,67.946
116.130.224.205,183.95.73.38,6,80,53475,6543,25.538
122.224.244.86,218.106.117.236,17,62810,58963,1768,4042.12
183.95.73.68,123.234.3.223,6,39904,443,1147,152.937
120.221.100.39,115.156.141.85,17,36915,8443,1153,5086.798
115.156.141.146,202.89.233.101,6,5861,443,2390,47.611
115.48.28.241,183.95.73.98,17,4834,27284,62811,4923.366
58.205.220.229,115.156.141.20,6,443,54661,3016,55.966
115.156.144.160,222.192.187.242,6,10722,443,1541,2236.675
119.36.175.63,183.94.22.38,6,80,49934,8293,26.974
210.42.68.12,115.156.142.181,6,80,42642,26922,14.138
112.96.234.181,218.106.117.236,17,63640,46998,1136,2181.312
111.48.138.111,218.106.117.236,6,443,47218,1582,3714.315
23.195.108.129,202.114.0.141,6,443,56912,4591,266.333
27.44.121.167,183.94.22.11,6,443,39940,3383,90.74
183.95.73.82,38.129.139.194,6,41526,443,59553,2056.027
111.19.44.123,115.156.143.126,6,6156,41624,25398,192.979
218.197.158.130,115.156.143.217,6,443,7499,168895,831.586
183.94.22.56,103.63.160.119,6,53082,443,5656,1970.705
157.148.55.25,183.94.22.50,17,443,41343,1792,74.319
115.156.143.17,146.56.253.239,6,6912,443,13184,7.38
115.156.141.100,111.180.137.21,6,54252,443,1469,59.463
110.248.30.12,183.95.73.70,17,51764,38289,1702,1293.951
218.106.117.236,61.240.206.11,6,50454,443,2368,68.359
58.23.39.14,183.94.22.87,17,19204,61610,424252,6987.862
210.42.68.5,115.156.144.63,6,80,50946,19313,15.172
58.19.27.47,153.37.103.67,6,46224,443,1736,5779.008
218.28.159.2,218.106.117.233,17,26197,23017,4102,8897.035
111.206.136.128,183.94.22.17,6,443,44444,2308,64.572
115.156.144.226,121.194.11.73,6,50068,443,3522,862.841
218.106.117.236,221.216.76.52,17,6109,17018,86877,4487.443
58.19.27.56,157.255.221.63,6,50255,443,1320,201.74
115.156.143.86,222.192.187.248,6,4621,443,1630,228.647
49.4.46.36,115.156.141.16,6,443,49862,4179,197.695
218.106.117.236,119.36.225.50,6,50926,443,3512,4779.384
210.42.68.4,115.156.144.97,6,80,45876,22950,3.148
58.19.27.35,124.88.117.228,17,12345,12345,313187,7811.737
18.182.32.116,115.156.142.194,6,21581,53985,2611,111.571
218.106.117.233,119.36.116.70,6,47434,443,2231,58.859
106.75.4.88,115.156.144.101,6,443,59141,1668,2365.208
121.40.254.218,183.95.73.38,6,3724,54914,1453,5098.652
221.15.71.67,183.94.22.50,6,443,38084,9156,361.996
1.56.98.101,183.94.22.66,6,443,42324,4954,2398.001
122.188.187.220,183.94.22.53,6,443,51843,5716,22.617
114.115.188.229,115.156.141.167,6,443,36470,3438,126.642
183.95.73.73,103.107.217.66,6,43750,443,1566,89.216
18.182.32.116,115.156.142.194,6,21581,57493,3954,9017.121
223.167.171.116,183.95.73.44,17,45266,8523,12915,936.162
222.20.72.29,104.21.63.170,6,43772,443,2954,1475.582
43.141.9.123,115.156.142.83,6,80,46000,37322,108.229
183.95.73.98,119.167.131.87,17,52475,443,1955,72.008
218.106.117.236,223.5.5.5,17,54526,443,1210,5208.667
121.194.11.72,115.156.141.36,6,443,45122,4921,145.35
113.7.141.89,183.95.73.91,6,25603,41684,187014,368.867
150.171.27.11,183.95.73.78,6,443,53384,7495,121.786
61.242.183.249,183.95.73.22,6,443,39830,8899,3592.799
183.95.73.24,116.162.16.111,6,57177,80,15925,1191.357
61.241.178.237,183.95.73.20,6,443,47950,14933,45.379
119.96.6.116,115.156.143.166,6,443,40938,104170,80.347
115.156.141.175,210.42.68.2,6,49006,80,2298,2889.501
119.36.175.53,183.95.73.56,6,443,60236,352898,5847.518
43.141.70.189,115.156.141.153,6,80,18887,2940,2848.062
113.240.96.111,115.156.142.238,6,443,43382,7535,396.05
115.156.144.28,39.162.19.14,6,34564,18800,1592,339.325
114.250.44.251,218.106.117.236,6,443,35924,4476,1.703
43.242.156.3,183.95.73.13,6,80,53302,1722,335.687
43.141.54.88,115.156.143.75,6,443,56308,4816,63.356
183.94.22.18,112.80.183.123,6,60893,443,3374,13.448
119.97.181.246,218.106.117.236,6,80,6597,31416,8191.842
103.102.202.44,115.156.143.33,6,443,34462,3066,69.658
115.156.142.152,210.42.68.8,6,37596,80,1181,27.17
115.156.143.170,222.192.187.245,6,52722,443,1910,348.924
58.49.156.78,183.94.22.38,6,80,37251,10540,4.863
119.188.174.58,218.106.117.230,6,443,59098,1141,22.957
111.205.0.66,218.106.117.236,6,33520,55182,4476,58.668
222.20.64.245,109.244.232.186,6,13774,15041,5143,8988.522
59.82.29.222,183.94.22.75,6,443,58686,6183,78.08
115.156.142.47,104.26.14.120,6,42580,443,5116,474.058
111.18.90.44,115.156.143.98,6,9409,59566,194874,1395.982
183.93.102.238,183.95.73.69,6,443,37992,4405,2.375
183.95.73.42,110.242.69.174,6,49922,443,2396,3308.918
123.138.49.18,183.94.22.10,6,443,41554,2804,87.209
157.255.219.229,183.95.73.76,6,443,61830,1357,46.614
115.156.143.167,49.7.247.139,6,37298,443,1923,77.209
210.42.68.12,115.156.142.103,6,80,45714,25184,136.925
182.113.114.164,115.156.142.188,17,18200,53832,4260,4765.753
58.19.160.172,218.106.117.234,6,443,40326,4434,529.237
113.240.96.111,115.156.141.236,6,80,42418,34005,1402.759
60.221.73.226,183.95.73.37,6,443,49564,9096,124.464
218.106.117.233,122.189.234.2,17,58224,443,13343,2048.184
222.192.187.253,115.156.143.185,6,80,42124,94342,8543.495
175.24.142.180,115.156.142.196,6,443,41792,6502,3463.091
115.156.144.40,212.129.231.32,6,37276,443,1250,174.949
1.13.117.181,115.156.141.185,6,443,55184,1073,157.26
140.207.176.55,183.95.73.39,6,8080,58837,1544,40.498
115.156.142.249,49.4.34.142,6,36278,443,1766,123.053
183.94.22.46,157.255.4.48,17,56315,10666,22168,10272.93
115.156.142.201,17.57.145.148,6,4993,5223,3611,460.808
210.42.68.8,218.197.199.69,6,443,2833,201701,7321.08
58.205.220.229,115.156.141.108,6,443,57507,3484,1.059
115.156.144.234,182.50.14.121,17,60673,28690,25461,4567.002
109.244.255.188,115.156.142.12,17,443,50078,23290,2387.448
183.94.22.54,153.3.238.220,6,46860,443,3363,13.877
119.36.63.206,115.156.143.236,6,443,54309,3409,252.043
210.42.68.10,115.156.144.181,6,80,49840,16588,112.236
122.191.18.164,183.94.22.11,6,8000,60216,54413,33.629
122.191.144.192,183.95.73.42,6,1037,48508,12884,2017.29
61.241.148.62,183.94.22.95,6,443,4650,405171,1682.592
183.95.73.90,49.4.18.163,6,33688,443,15247,1909.133
60.19.151.196,218.106.117.236,17,39073,23651,4930,8884.585
15.235.222.68,218.197.243.10,6,443,62652,9163,949.685
121.194.11.72,115.156.142.75,6,443,4767,2579,3505.309
119.97.181.246,115.156.143.66,6,80,52914,14605,6144.011
113.56.147.10,183.94.22.51,6,443,52032,1574,11.815
122.205.109.42,115.156.143.116,6,80,49639,1111853,3913.181
115.156.144.130,223.113.138.204,6,39340,443,2370,78.603
182.61.200.83,115.156.161.83,6,443,61633,1113,84.156
116.179.34.204,183.94.22.75,6,443,45494,23766,982.879
218.106.117.229,117.78.15.32,6,42868,443,1129,98.161
43.242.156.2,218.106.117.229,6,80,57075,2885,806.12
222.192.187.245,115.156.143.87,6,443,54866,3440,560.186
43.141.131.73,115.156.141.153,6,80,20227,17706,543.123
183.94.22.20,123.6.49.140,6,40576,443,1396,706.739
223.6.6.6,115.156.169.129,17,443,63774,2209,2869.727
115.156.143.252,210.42.68.3,6,32802,80,1899,169.313
119.36.116.203,218.106.117.229,6,443,48878,1916,190.468
112.26.229.202,115.156.142.89,6,26628,41498,34400,102.539
210.42.68.8,115.156.141.143,6,80,45866,234988,43.3
43.141.131.171,115.156.141.153,6,80,19830,7879,2303.051
140.207.56.254,183.95.73.44,17,443,41851,4076,162.166
122.189.168.178,183.95.73.45,6,80,51143,2272404,2171.953
13.114.167.208,183.94.22.24,6,443,60318,3429,214.542
58.19.27.52,60.25.160.150,17,60749,31739,1105,4804.21
120.234.255.106,115.156.144.61,6,40144,4935,179644,12898.397
58.19.27.27,112.46.99.98,6,52191,8413,2896,2236.935
43.141.10.211,183.94.22.81,6,80,51460,274051,2056.131
115.156.141.35,122.191.170.197,6,56376,443,5647,152.554
121.194.4.247,115.156.144.193,6,443,6321,1482,94.046
23.195.108.129,202.114.0.141,6,443,56914,1348,127.901
115.156.142.241,210.42.68.13,6,42382,80,4618,4120.67
58.19.27.29,101.69.207.69,6,45738,443,6056,3.752
183.94.22.98,49.4.35.235,6,44044,443,4692,2084.528
115.156.250.207,58.205.220.61,6,14356,80,11524,1140.093
221.15.71.66,218.106.117.236,6,443,53052,1634,172.42
58.19.27.33,36.138.162.211,17,43179,6887,1715,1709.714
58.19.27.93,183.94.30.223,6,48082,42013,2311,2819.306
123.163.11.62,115.156.141.189,6,62489,54870,67564,5769.678
115.156.141.164,178.162.149.196,17,30972,40186,17987,11444.362
122.189.171.106,183.95.73.63,6,443,39982,40452,47.041
210.42.68.15,115.156.141.208,6,80,50992,25540,98.874
43.141.102.177,115.156.143.99,6,80,40974,2327930,8474.844
103.37.152.48,183.94.22.13,6,443,38440,2112,6429
117.139.254.206,115.156.143.114,6,2674,53128,62088,244.588
119.36.175.54,183.95.73.82,6,443,56256,1340,16.861
61.241.148.183,183.94.22.27,6,443,49171,4258,35.206
115.156.143.10,121.194.11.73,6,34412,443,6645,1866.221
222.20.72.29,172.67.148.210,6,36330,443,1942,4283.157
203.76.217.243,183.94.22.11,6,443,57794,8200,6486.667
58.19.27.34,125.39.125.161,6,56845,443,5144,1658.329
119.97.181.245,183.95.73.79,6,80,57364,12658,2047.846
101.28.253.161,183.95.73.95,6,443,56709,51434,161.662
115.156.144.150,210.42.68.7,6,44420,80,1116,32.213
122.189.234.50,218.106.117.236,6,443,56838,3184,55.211
115.156.144.233,54.192.18.96,6,57440,443,1298,55.284
115.156.163.6,202.89.233.100,6,60489,443,5500,267.757
115.156.141.30,58.205.220.229,6,36824,80,4066,961.54
183.95.73.37,122.191.18.50,6,37383,19999,7631,136.482
223.5.5.5,183.95.73.80,6,443,56240,1057,8048.557
183.95.73.62,113.56.145.143,6,54404,80,2628,32.032
183.240.179.60,115.156.144.35,17,49541,55940,1242,2163.761
123.6.129.44,183.94.22.15,6,443,41966,1574,2.243
59.175.20.14,115.156.143.27,6,9095,45974,88630,28.475
115.156.141.72,210.42.68.3,6,54326,80,1518,57.649
123.152.213.94,183.94.22.82,17,4098,42813,1030,1592.458
43.141.131.216,115.156.144.92,6,80,6571,63567,7937.557
157.148.41.236,183.94.22.30,6,443,45294,2174,369.977
120.53.82.22,115.156.141.94,6,80,37632,2399,67.119
183.95.57.92,183.95.73.50,6,17408,55219,42168,951.686
20.60.59.33,115.156.142.6,6,443,57184,4825,622.795
115.156.143.239,27.22.110.32,6,9287,80,1038,394.19
119.36.34.172,218.106.117.234,6,80,53072,146198,65.864
115.156.144.239,17.57.145.152,6,61325,5223,4229,2217.319
121.194.11.73,115.156.141.181,6,443,55510,4471,24.674
1.95.20.21,211.67.22.19,6,993,60419,3534,49.601
157.148.41.254,218.106.117.229,6,443,35320,1412,88.569
183.95.73.74,113.205.255.162,17,47217,37000,227420,4357.091
119.96.5.110,218.106.117.236,6,80,18083,16438,7168.833
157.255.6.218,218.106.117.236,6,7070,41890,8135,7708.876
210.42.68.9,115.156.144.140,6,80,51610,421598,56.912
183.95.220.129,218.106.117.231,6,443,48218,95958,1952.451
115.53.104.46,218.106.117.232,17,6720,12070,4654,8891.758
221.15.71.66,218.106.117.236,6,443,54820,2299,1318.047
81.69.116.102,115.156.142.42,6,443,52486,1687,161.085
36.138.123.18,115.156.143.214,6,443,6003,800996,4570.758
58.19.27.77,125.35.234.11,6,55263,80,1617,71.768
183.93.101.60,183.95.73.63,6,443,41532,1354588,7591.296
203.107.60.124,183.94.22.96,6,443,51222,1632,123.642
157.255.13.41,183.95.73.86,6,443,41816,1829,61.006
119.97.181.246,183.95.73.48,6,80,61575,13572,12.897
183.95.73.55,119.36.225.73,6,55767,443,3750,285.555
113.56.217.5,183.94.22.90,6,443,53463,4722,12.634
124.71.234.74,115.156.143.249,6,443,11985,2871,126.067
112.84.131.227,115.156.142.189,6,443,26258,5556,83.927
81.69.128.156,115.156.141.85,6,20112,46944,1898,3768.132
115.156.141.25,219.151.141.178,6,56370,443,1679,834.375
123.125.107.14,183.94.22.93,6,80,54012,1361,74.362
116.116.170.241,183.95.73.12,17,35940,25836,2364,8438.194
120.92.107.7,183.95.73.61,6,443,38320,1781,66.467
20.44.220.42,115.156.143.121,6,443,54079,2293,351.043
59.58.139.68,222.20.68.83,17,65386,40353,16368,11.109
182.61.200.152,115.156.142.107,6,443,50019,21962,1343.988
183.95.73.16,101.236.9.24,6,58320,443,1700,118.794
115.156.142.181,40.99.10.34,6,50757,443,1135,271.572
218.197.235.7,43.141.50.31,6,56740,80,1320,2113.977
183.94.22.83,59.82.121.220,6,53364,443,2486,108.584
115.156.141.144,106.11.226.222,17,49816,443,11339,1485.509
111.172.236.82,115.156.141.46,6,80,51486,15744,6144.188
119.97.181.245,115.156.141.239,6,80,4935,18114,11.7
115.156.158.88,13.226.120.63,6,55526,80,1498,168.612
183.93.101.66,183.95.73.32,6,443,57606,4813,22.8
218.29.66.128,183.95.73.73,17,7943,8721,58571,6455.482
58.144.206.230,183.95.73.87,17,33179,57788,49323,9980.661
183.95.73.51,61.240.206.10,6,59792,443,2550,2675.278
101.28.132.87,183.94.22.13,6,80,53470,4614,271.74
157.148.45.163,183.95.73.22,6,443,60663,1291,8013.635
42.48.143.41,218.106.117.236,6,443,40636,5002,71.533
103.63.160.56,115.156.142.123,6,443,43526,1984,131.199
115.156.143.98,112.46.158.133,6,58929,19000,2962,9318.367
39.144.46.221,183.95.73.80,17,23697,59082,1518,1790.51
52.250.45.119,115.156.142.230,6,443,44688,2012,492.83
119.36.175.54,218.106.117.236,6,443,49957,241880,851.088
113.105.235.211,115.156.143.5,6,20487,45194,22512,43.534
115.156.144.177,116.207.181.200,6,52665,443,5045,147.454
111.180.137.21,115.156.143.28,6,443,57294,13644,955.537
121.194.11.73,115.156.143.251,6,443,40468,3887,3896.562
183.94.22.71,58.19.20.167,6,57977,443,6533,8585.524
58.49.156.79,183.94.22.71,6,80,61276,35945,7094.933
115.156.142.201,210.42.68.11,6,57518,80,1919,5749.329
182.147.100.52,183.95.73.92,17,56484,55944,2136,1858.774
119.97.181.245,183.94.22.79,6,80,57757,19412,996.163
157.148.36.174,183.94.22.21,6,443,56344,1600,65.758
92.122.244.8,115.156.144.136,6,443,53093,2811,294.541
