Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
111.173.218.216,115.156.143.98,6,11997,59523,104230,8704.2
175.153.204.50,218.106.117.236,17,64183,12771,57649,199.82
42.236.45.111,183.94.22.80,6,80,5287,4110,871.786
171.34.225.28,183.95.73.24,17,18468,51458,1253,346.866
115.156.142.159,124.225.6.22,6,41814,8889,1716,22.576
222.20.32.172,111.48.51.27,6,55924,443,3146,810.559
42.52.147.187,183.95.73.16,17,22303,37138,197802,410.496
58.19.27.88,119.123.55.21,17,61847,34003,1090,4033.088
119.96.5.110,115.156.141.146,6,80,9699,26960,9215.871
110.250.252.125,218.106.117.236,6,38156,55190,10144,270.152
218.106.117.235,112.86.240.245,6,33234,443,1667,82.612
115.156.144.82,47.101.242.251,6,5140,443,3287502,3805.555
115.156.143.190,59.42.247.240,6,57590,12402,1265,192.788
124.160.141.48,183.94.22.11,6,443,6555,1077,7.734
115.156.142.128,1.194.253.42,6,45634,80,20280,4514.294
115.156.144.195,58.221.40.80,6,59374,443,1624,92.108
119.36.124.173,218.106.117.236,6,443,61773,5037,20.008
115.156.144.117,183.2.150.194,6,61695,28125,5315,14.526
183.94.22.100,61.240.206.15,6,3369,443,4062,181.781
218.106.117.230,122.97.71.247,6,6980,443,17568,10156.494
119.97.181.245,183.95.73.29,6,80,51022,4542,1024.008
111.201.165.250,183.95.73.53,17,44882,42371,28539,27.396
122.190.168.230,218.106.117.236,6,443,50663,12453,64.495
115.156.142.74,120.220.191.114,6,58750,443,2907,319.437
14.204.179.71,218.106.117.236,17,8203,23825,3140,866.032
183.94.22.23,121.30.176.4,17,8613,9681,1795,2741.035
116.177.224.238,218.106.117.236,6,80,50654,12058,1698.651
58.19.27.10,27.44.123.42,6,44566,8081,1030,34.681
60.163.191.16,115.156.214.63,6,443,59454,1755,11795.682
59.82.14.199,115.156.141.53,6,443,44444,3148,207.287
112.90.95.56,183.95.73.12,6,443,41200,10026,139.785
101.72.254.61,183.95.73.83,6,443,52192,2062,134.702
162.254.195.66,115.156.143.199,17,4379,59096,1224,8987.502
210.42.68.2,115.156.144.245,6,80,39390,91288,84.015
101.236.69.12,115.156.142.187,6,443,6717,4923,383.868
112.13.122.114,222.20.87.131,6,443,60000,1574,1.544
120.232.223.196,222.20.74.202,6,1814,13897,1756,1.102
58.19.27.74,103.45.73.44,6,10191,80,4224,24.905
122.189.172.232,183.94.22.54,6,443,43640,2212,39.939
115.156.143.115,117.68.2.54,17,15649,4118,2764,8479.439
218.106.117.236,61.240.206.12,6,6063,443,1207,1755.005
112.126.81.220,115.156.144.227,17,20117,45524,14814,10271.09
116.153.64.175,183.95.73.52,6,443,43444,1410,50.229
69.234.206.194,115.156.143.200,6,443,60288,3220,451.376
183.217.150.49,115.156.144.87,17,64083,44668,287022,13447.554
140.207.124.112,183.95.73.46,6,80,58132,1342,37.032
119.49.74.234,183.95.73.83,17,1547,51595,161331,135.741
114.112.215.3,115.156.144.141,6,443,49808,2141,39.495
218.106.117.236,119.36.175.54,6,58601,443,2295,296.783
114.232.187.140,115.156.141.141,17,6571,43590,217150,10799.694
120.133.85.207,222.20.103.173,6,443,15759,3433,45.294
113.194.51.65,183.94.22.57,6,443,33630,5840,61.618
58.19.27.65,101.236.69.56,6,56035,443,4465,431.274
115.156.141.129,119.97.181.245,6,56107,80,7188,1384.199
42.63.234.254,183.95.73.100,17,7758,36895,55706,279.639
116.196.154.53,218.106.117.236,6,443,61403,18811,68.353
110.253.188.144,183.95.73.23,6,443,60736,2285,265.774
115.156.144.221,222.192.187.243,6,52100,443,7138,5338.607
119.97.181.245,183.94.22.79,6,80,57704,26300,553.84
115.156.144.46,103.71.68.180,6,39726,80,3770,1572.745
13.226.61.58,218.197.196.76,6,443,43777,19342,863.247
115.156.143.191,109.244.190.112,6,59900,80,1198,126.207
202.89.233.100,218.106.117.236,6,443,4781,12096,430.237
119.36.175.60,183.95.73.75,6,443,45704,37889,305.379
1.13.12.27,115.156.142.31,17,443,55258,1109,38.539
58.19.27.36,220.202.36.114,6,61615,443,9001,1134.304
119.36.140.225,218.106.117.236,6,443,54325,566090,735.069
115.156.141.30,58.205.220.229,6,33742,80,8800,1968.152
183.94.22.59,39.97.5.45,6,39384,443,4856,236.567
20.106.86.13,222.20.97.101,6,443,51918,1015,207.001
39.97.5.241,115.156.142.197,6,443,40686,1574,78.492
117.177.125.170,115.156.143.216,6,23547,20785,3621,399.205
58.16.120.182,183.94.22.66,17,12873,11477,2622,9203.352
115.156.142.94,182.92.171.204,6,53310,80,1412,267.661
112.80.129.163,183.95.73.48,17,30018,42610,7858,13536.797
210.42.68.8,115.156.143.65,6,80,37734,59078,8134.982
109.244.190.112,222.20.96.215,6,80,35270,1520,82.315
222.20.104.29,120.53.80.119,6,61200,8080,2706,125.816
20.198.2.181,115.156.141.197,6,443,8380,8643,436.09
117.177.82.91,115.156.141.42,6,7693,37744,40670,312.404
183.95.73.57,112.80.250.116,17,58963,11962,4370,11186.848
115.156.143.213,121.194.11.72,6,57660,443,1860,2782.602
119.36.164.41,183.95.73.68,6,80,43378,43224,13.155
210.42.68.4,115.156.142.12,6,80,38174,67272,528.705
183.94.22.53,27.44.204.239,6,55878,21003,13362,33.284
58.49.156.78,183.95.73.36,6,80,35779,1161,8.303
58.49.156.79,115.156.144.91,6,80,5502,23358,7105.6
183.94.22.51,58.19.160.172,6,46478,443,4944,625.331
39.174.59.141,115.156.144.125,6,443,53825,16384,1386.894
183.95.73.26,61.240.206.10,6,60320,443,2903,5586.514
115.156.144.147,210.42.68.10,6,54156,80,4173,6276.421
61.241.56.181,218.106.117.231,17,3478,50024,1531,6904.749
116.162.78.75,183.94.22.89,17,443,49309,62430,14741.475
58.205.220.230,115.156.144.67,6,80,52244,188252,35.502
218.106.117.233,106.52.161.148,6,51524,443,3272,402.683
210.42.68.3,115.156.143.111,6,80,56546,203128,196.014
36.153.81.2,115.156.142.255,6,443,50160,3239,2185.142
115.156.141.25,122.190.51.205,6,49514,443,19260,337.892
115.156.142.187,103.37.152.48,6,6736,443,2335,713.785
114.247.154.2,218.106.117.236,6,443,37904,2626,311.356
120.52.87.247,183.95.73.57,6,443,46544,2634,85.525
58.19.27.14,223.167.33.180,17,34132,30688,1014820,9458.218
122.205.109.43,115.156.142.179,6,80,2124,2220,8193.317
153.37.103.67,183.94.22.85,6,443,56956,5710,576.208
36.46.102.27,115.156.141.141,17,47274,43590,12105,2370.01
115.156.142.156,59.82.121.196,6,58042,443,5288,763.648
210.42.68.10,115.156.142.189,6,80,59074,28856,1.094
58.19.27.52,119.36.225.73,6,36954,443,1617,87.445
221.204.22.209,183.95.73.36,6,80,37667,343740,5066.478
222.192.187.242,115.156.144.161,6,443,45656,43312,8.53
139.226.99.23,183.94.22.16,17,27375,9068,61281,1000.588
172.96.194.14,115.156.144.94,6,6539,49240,5142,256.455
210.42.68.13,115.156.142.208,6,80,32886,842271,2110.635
119.36.140.226,218.106.117.236,6,443,56117,165673,193.479
119.97.181.245,218.106.117.236,6,80,51114,10063,1022.898
180.233.90.21,115.156.142.0,17,14106,60543,2312,5668.456
183.95.73.82,157.148.54.12,6,39216,443,1538,6.17
221.194.136.223,218.106.117.230,6,443,41188,2297,97.776
120.241.39.180,115.156.142.7,6,804,4453,4899,236.422
183.95.73.71,119.36.175.53,6,41708,80,7674,9259.342
115.156.144.139,210.42.68.10,6,47516,80,7301,285.89
183.194.167.85,115.156.144.59,17,7016,41262,139639,6339.967
120.133.65.232,218.106.117.236,6,443,61513,1580,32.433
119.36.175.60,218.106.117.236,6,443,42114,21770,459.971
210.42.68.15,115.156.143.251,6,80,36006,266414,79.224
218.106.117.236,112.83.140.13,6,50409,443,1599,16.361
58.19.27.14,119.36.124.207,6,61425,80,1640,7.958
222.199.191.36,115.156.143.151,6,443,4392,11866,30.9
157.148.57.28,183.94.22.14,6,21019,55918,1933,302.876
58.19.160.125,218.106.117.229,6,443,58345,3466,99.64
218.106.117.230,157.148.36.183,6,45040,443,3344,184.578
115.156.143.51,109.244.244.103,17,45835,27759,4398,9701.182
111.163.154.51,218.106.117.234,17,29630,42229,3800,929.841
119.97.181.245,183.94.22.29,6,80,51250,5575,1025.487
58.19.27.29,116.147.18.153,17,60707,40136,2097,9255.875
204.79.197.235,115.156.144.86,6,443,60279,1339,73.287
122.190.65.142,183.95.73.32,6,443,54865,1387,1462.224
43.227.104.7,218.106.117.236,6,2245,54320,2435,3906.052
183.95.73.13,123.152.225.81,17,51513,11188,40450,12029.102
115.156.141.83,49.7.105.177,6,52848,443,1774,138.19
175.27.207.216,115.156.144.59,17,443,58308,259643,3138.136
111.180.137.21,115.156.141.64,6,443,51126,9703,317.376
123.88.10.222,115.156.142.219,6,49155,55031,227966,4309.689
115.156.141.192,210.42.68.10,6,51394,80,2718,118.797
49.4.18.102,222.20.85.216,6,443,51905,1166,107.081
115.156.144.90,223.73.52.224,17,52799,54558,1186,3006.792
43.145.41.107,115.156.144.221,6,443,43194,4329,161.918
114.112.222.184,218.106.117.236,6,443,53653,5590,46.148
210.42.68.3,115.156.144.212,6,80,46228,128971,23.961
222.192.187.243,115.156.141.167,6,443,32916,5190,1304.508
183.94.22.98,112.64.213.137,6,55591,443,13471,783.689
153.3.244.48,183.94.22.32,6,14000,55749,1100,3030.239
119.188.131.246,183.95.73.49,6,443,56831,147360,10469.714
115.156.144.27,104.18.42.54,6,4039,443,2650,714.078
115.156.142.117,115.227.11.165,6,60212,5449,4279,12343.017
119.36.225.73,183.94.22.99,6,443,48776,2010,74.794
119.36.175.54,183.94.22.64,6,443,56730,3224,160.876
119.96.5.92,115.156.144.38,6,443,50800,6674048,4605.083
183.95.73.65,122.190.64.111,6,6164,80,36528,13764.481
222.192.187.248,115.156.144.215,6,443,57707,111658,9194.857
183.95.73.10,220.202.21.136,17,43590,8000,4686,8790.916
116.148.161.135,183.94.22.90,6,443,44400,2464,878.346
116.153.84.185,183.95.73.47,6,80,44644,95728,6862.318
183.95.73.25,114.55.236.88,17,45037,443,19770,6910.205
121.194.11.73,115.156.143.121,6,443,60416,1935,3586.324
203.119.204.172,183.94.22.52,6,443,53770,3951,70.992
115.156.142.30,222.125.83.190,17,26235,20058,1402,5584.154
115.156.141.88,124.236.25.201,6,7478,443,31002,1324.597
222.192.187.243,115.156.144.102,6,443,42650,20753,96.391
150.171.27.11,218.106.117.233,6,443,59343,3397,195.454
119.36.73.187,183.94.22.54,6,443,61090,22203,19.303
58.205.220.229,115.156.143.212,6,443,53222,78818,41.765
43.242.156.2,183.94.22.91,6,80,57081,1779,674.627
47.116.115.198,183.94.22.56,6,443,61901,1795,136.134
115.156.142.93,122.205.109.40,6,39612,443,4500,1999.245
220.202.36.114,183.95.73.61,6,443,50291,1568,640.678
183.94.22.88,60.29.254.38,17,40759,43164,13378,14191.816
218.106.117.235,110.253.189.211,6,38134,443,1066,53.535
61.240.206.16,183.94.22.96,6,443,7091,1124,2002.097
115.156.144.23,81.69.116.102,17,46273,443,5317,7792.551
218.197.231.6,36.110.192.118,6,55884,443,8490,9789.731
183.200.29.125,115.156.144.167,17,13387,58088,3596,9100.625
129.211.178.32,115.156.142.142,6,443,57776,3250,156.1
153.3.238.127,218.106.117.236,6,443,4805,31206,190.803
115.156.141.247,180.213.183.18,6,44092,443,1168,84.925
122.189.234.1,183.94.22.83,6,443,44490,4428,53.078
140.207.57.151,183.95.73.34,6,443,56762,1614,293.757
61.241.178.237,218.106.117.236,6,80,45990,27150,10.737
122.188.47.38,183.95.73.91,6,443,38188,50052,605.517
58.19.20.167,218.106.117.229,6,443,46410,1824,55.13
111.206.208.128,183.94.22.39,6,8000,42140,2650,1346.374
115.156.144.146,34.54.145.187,6,49268,443,1446,140.438
115.156.142.205,222.192.187.176,6,40292,80,1214,81.893
111.206.174.203,183.95.73.100,6,443,38744,1037,84.952
112.100.11.251,115.156.143.236,17,15669,38938,2606,164.16
112.20.38.16,115.156.144.53,6,9102,43080,392836,674.847
115.156.141.14,58.205.215.163,6,14955,443,5600,327.682
60.204.2.9,183.94.22.68,6,443,6773,5303,1249.491
115.156.141.208,210.42.68.8,6,60368,80,1048,11.219
183.240.210.94,115.156.143.111,6,20005,59850,2042,2314.739
115.156.143.107,210.42.68.7,6,51890,80,1232,115.578
183.95.73.87,122.190.168.229,6,39258,443,1622,15.502
115.156.144.46,59.82.121.33,6,39006,443,1328,2487.54
47.94.15.121,115.156.142.95,17,17003,50572,80114,4546.873
111.172.236.82,183.94.22.71,6,80,54935,4542,1022.276
183.93.101.67,183.95.73.93,6,443,45850,3878,42.244
223.109.148.178,183.94.22.42,6,443,5727,3094,27.254
114.114.114.114,115.156.143.93,17,53,60281,1659,2721.291
175.27.37.200,115.156.144.194,17,80,34799,27616,106.787
122.189.171.106,218.106.117.236,6,443,45292,3311,4458.228
115.156.143.245,17.248.216.67,6,58637,443,9159,167.826
222.192.187.253,115.156.144.204,17,443,41164,28601,1649.554
115.156.144.10,58.205.215.149,6,7570,443,2058,116.247
18.65.207.26,115.156.141.242,6,443,57303,6116,111.301
20.189.172.32,115.156.141.227,6,443,42324,5511,508.974
43.141.131.62,115.156.141.3,6,443,54005,1588,78.866
116.162.46.244,183.94.22.34,17,443,59686,3027,14.69
119.97.173.138,115.156.143.194,6,80,60485,12081,10339.641
61.240.206.14,183.94.22.96,6,443,4250,5176,6925.702
220.202.4.108,218.106.117.235,6,443,53729,8079,1335.261
116.132.223.92,183.95.73.74,6,1500,5995,2932,275.25
122.188.185.27,183.94.22.17,6,443,5032,1288,2570.204
58.19.27.85,119.167.234.91,6,49738,1500,1254,1417.059
115.156.144.8,210.42.68.3,6,37708,80,5185,8640.849
210.42.68.10,115.156.143.42,6,80,49122,34841,46.418
43.167.227.149,183.94.22.30,6,8800,57535,1152,6589.274
183.95.73.74,27.44.123.42,6,51696,8081,1733,23.736
223.6.6.6,115.156.144.155,6,443,5023,2822,24.172
58.49.156.79,218.106.117.229,6,80,61021,26928,7167.898
124.236.26.162,115.156.142.228,6,443,51008,4651,80.777
49.72.79.225,115.156.142.185,17,27796,61833,1380,1624.138
58.19.27.84,101.70.131.2,17,59901,32085,9562,3442.663
101.28.132.87,183.95.73.35,6,80,60636,3637,3730.677
122.189.81.100,183.95.73.46,6,80,52831,252175,3769.069
122.191.18.52,183.95.73.38,6,19999,32257,470450,234.085
210.42.68.14,115.156.143.138,6,80,54352,32846,2.364
119.96.5.106,115.156.141.128,6,80,50486,27266,8193.427
218.106.117.236,123.6.49.152,6,61738,80,1408,1364.27
202.114.0.245,183.224.49.106,6,443,55642,189515,1561.711
202.90.108.13,115.156.144.154,6,443,46246,8725,1204.064
119.96.5.110,183.95.73.17,6,80,50985,32984,1012.594
156.238.204.69,115.156.143.249,6,443,52268,13093,900.472
101.67.20.240,183.95.73.90,6,443,59907,2747,2.549
140.249.153.86,115.156.144.91,6,80,5303,200716,999.125
60.217.24.192,218.106.117.235,6,29794,55308,1574,197.691
182.61.200.110,115.156.250.81,6,443,62364,5242,65.029
5.188.151.26,115.156.142.198,17,20048,52908,38412,10153.982
39.166.164.205,111.175.187.163,6,21902,54072,41092,385.58
58.19.27.30,47.92.200.62,6,39328,443,1480,80.266
157.148.41.182,183.94.22.52,17,36647,52101,55082,14590.677
115.156.143.197,52.98.50.66,6,52409,443,2040,412.814
218.106.117.236,27.44.121.59,6,60380,8081,2324,47.997
183.95.73.67,116.196.154.51,6,49670,443,1362,257.122
210.42.68.5,115.156.142.30,6,80,39128,23564,6.194
116.211.206.215,115.156.142.149,17,443,57279,290477,14897.891
222.223.49.44,115.156.144.170,6,55001,61141,107501,75.083
171.118.170.90,218.106.117.236,17,6881,53527,189885,2941.25
202.114.15.107,117.34.230.99,6,10364,18026,4259,12824.679
222.192.187.253,115.156.143.234,17,443,60728,23002,66.731
121.51.49.19,115.156.141.234,6,443,38560,18751,529.264
42.194.253.15,222.20.97.221,17,8000,4000,1018,1737.081
69.231.153.77,222.20.101.98,6,443,58304,3500,1309.928
183.94.31.99,183.95.73.13,6,12031,14155,67429,1631.269
119.36.175.62,183.94.22.80,6,80,49734,28436,4.109
115.156.143.98,210.42.68.12,6,48690,80,1181,71.337
43.141.132.36,115.156.141.153,6,80,18551,5826,4601.479
183.95.73.26,114.55.236.224,6,9726,443,1070,1119.832
183.94.22.94,27.37.206.196,6,54765,443,2917,25.743
60.217.250.5,183.95.73.61,6,443,6952,104371,92.819
115.156.143.126,49.7.88.163,6,60644,443,1958,1130.77
220.202.20.248,183.94.22.45,6,443,55538,8500,3266.142
216.180.236.202,115.156.143.133,6,443,52152,1184731,8875.325
157.148.45.213,183.94.22.99,6,443,34424,3279,210.197
119.36.140.221,183.95.73.89,6,443,53189,4220,20.857
115.156.142.194,18.182.32.116,6,6217,21581,1073,234.032
115.156.144.63,17.57.145.149,6,56988,5223,3270,635.733
183.93.101.49,183.95.73.71,6,443,44682,134769,134.119
116.132.223.111,183.95.73.75,6,443,48946,1266,1182.227
115.156.142.130,109.244.244.103,17,48673,26360,2398,8621.569
221.194.141.158,218.106.117.236,6,443,47512,53809,149.878
119.36.175.54,218.106.117.230,6,443,55793,233178,58.735
58.243.177.76,183.95.73.33,6,443,51911,9246,52.723
123.58.9.84,115.156.142.3,6,443,7195,1381,504.836
27.27.3.206,115.156.142.219,6,47280,55215,52290,874.961
34.194.54.0,115.156.144.114,6,443,49766,4262,279.96
61.54.104.153,183.95.73.74,17,62636,12583,1488,6093.37
115.156.142.128,210.42.68.8,6,57342,80,2630,98.413
183.94.22.80,120.52.73.17,6,56832,443,2652,161.352
113.57.46.208,183.94.22.50,6,14336,40632,187121,529.298
218.106.117.231,116.153.83.239,6,5739,443,2937,158.642
42.56.77.129,183.95.73.46,6,443,5645,6022,4499.666
115.156.144.14,159.27.247.0,6,6181,443,3538,153.36
115.156.143.93,112.19.142.240,6,5793,443,14659,4474.756
210.42.68.12,115.156.144.38,6,80,48094,20876,4391.671
222.20.105.176,121.194.11.72,6,51383,443,1654,2917.945
120.53.70.106,115.156.143.29,6,14000,53440,2151,2766.339
59.78.211.251,115.156.144.15,6,443,4272,16566,51.867
223.83.227.78,115.156.144.23,6,26054,49760,55254,163.218
171.40.41.121,115.156.144.92,17,9838,35110,96536,11075.672
122.205.3.106,104.46.162.226,6,51734,443,4485,598.919
115.156.142.21,222.192.187.242,6,39472,443,1072,144.276
115.156.141.184,122.191.170.198,6,60316,443,11173,6004.257
113.57.34.42,183.95.73.48,6,49155,7669,382088,126.301
183.95.73.39,39.174.129.204,17,41982,1654,107371,12426.494
183.199.204.228,115.156.142.243,17,32147,7522,63395,1131.426
112.80.250.116,183.94.22.69,17,12841,43957,1678,3084.033
49.7.105.208,183.94.22.24,6,443,37210,1822,74.073
58.205.215.158,115.156.142.214,6,443,50824,41613,177.008
222.192.187.240,115.156.141.149,6,443,58136,2968,238.454
43.141.131.25,115.156.141.45,6,80,6176,37870,4514.092
157.148.63.240,183.94.22.94,6,80,5318,1906,468.947
157.148.57.44,183.95.73.71,6,8080,40964,16428,71.86
118.25.100.169,183.95.73.48,17,13104,54889,14590,12706.453
183.95.73.91,27.37.206.195,6,55671,443,1986,241.246
150.242.123.35,218.197.231.10,6,443,58928,22722,1146.694
157.255.10.133,183.95.73.50,17,8000,39863,1164,7777.277
101.27.75.171,183.94.22.83,6,19374,39754,17739,519.195
47.92.166.45,183.95.73.25,6,443,59258,1823,2.026
115.156.143.176,59.78.211.251,6,49389,443,7628,488.729
122.189.32.168,183.95.73.52,6,443,48660,3662,46.478
113.206.215.248,218.106.117.233,6,46082,57133,25872,1619.566
13.107.253.49,115.156.144.112,6,443,3860,2980,385.845
58.49.156.81,218.197.232.187,6,80,50847,21034,7167.782
210.42.68.2,115.156.142.191,6,80,53327,17739,34.043
58.19.27.19,183.227.253.247,17,43833,11917,23347,2808.993
222.192.187.245,115.156.142.8,17,443,58199,293095,432.806
202.114.0.250,223.104.124.233,6,443,11805,1494,127.335
119.36.89.129,183.94.22.53,6,443,59441,3408,200.35
121.194.11.73,115.156.143.89,6,443,52992,1574,61.243
140.207.188.19,218.106.117.231,17,11222,29991,5440,8866.102
115.156.141.221,210.42.68.15,6,42900,443,7494,1059.466
58.205.220.254,115.156.143.92,6,443,49564,4754,27.812
58.19.27.36,112.83.140.16,6,5399,443,1912,64.727
210.42.68.8,115.156.143.48,6,80,52508,62842,22.259
115.156.144.90,218.197.158.130,6,55053,443,2842,90.403
45.150.166.0,115.156.142.114,6,443,6033,1640,196.676
183.95.73.37,157.148.126.124,6,6289,443,1287,2689.334
153.99.11.93,115.156.144.64,17,37509,49801,1136,902.479
211.67.17.161,112.3.31.198,6,56806,48003,27336,3333.205
95.101.22.227,183.94.22.23,6,443,49876,6449,1474.886
112.126.28.110,115.156.143.158,6,443,46682,1640,122.812
60.26.164.55,183.94.22.66,17,25743,39192,140123,1134.135
115.156.142.127,182.61.200.108,6,45290,443,1685,467.968
17.188.183.13,183.95.73.91,17,3490,16403,2426,7014.163
122.189.220.164,211.67.27.190,6,443,6506,1640,759.971
43.141.52.46,115.156.142.148,6,443,61435,1892,348.661
222.192.187.253,115.156.144.157,17,443,54561,31419,89.989
115.156.142.181,113.240.96.112,6,54678,443,1251,169.886
112.132.119.67,183.94.22.24,6,443,56384,16114,22.88
115.156.143.172,106.3.18.124,6,35592,443,1765,123.254
58.19.27.46,140.207.124.177,6,4978,443,1202,43.635
119.36.225.50,183.95.73.95,6,80,52563,3800652,1296.487
115.156.143.251,121.194.4.228,6,50170,443,4207,51.583
115.156.144.57,121.194.7.246,6,51229,443,2208,1009.431
115.156.141.12,113.240.75.249,6,5865,443,1487,90.483
104.160.42.45,202.114.3.32,6,18306,7632,3284,7683.394
183.94.22.46,113.194.50.188,6,43592,443,3035,166.866
36.110.220.117,115.156.142.90,6,80,61374,5548,1024.372
115.156.144.32,222.192.186.76,6,53148,443,6056,444.793
119.36.225.52,183.94.22.36,6,80,38011,2991276,325.518
218.106.117.230,112.83.140.11,6,50742,443,2181,48.078
218.106.117.232,112.83.140.14,6,33262,443,3063,1432.495
183.93.101.62,183.94.22.17,6,80,45488,58302,152.005
112.85.136.143,218.106.117.235,17,5729,43408,3580,5118.178
157.255.245.109,183.94.22.95,6,443,37568,2990,45.956
202.103.44.150,59.172.234.170,17,53,53235,2283,7048.955
210.42.68.8,115.156.144.99,6,80,48866,14790,3.25
183.95.73.46,27.44.123.115,6,61396,8081,1155,46.684
60.204.2.9,115.156.141.110,6,443,4488,2156,998.681
119.36.63.227,115.156.142.207,6,443,6681,110210,170.309
58.19.91.96,183.95.73.94,17,2085,8195,425025,10014.437
202.90.108.13,115.156.141.167,6,443,60254,2136,604.072
115.156.142.113,43.142.215.95,6,49786,443,1264,3142.132
222.192.187.240,115.156.144.196,6,443,7494,1300,146.856
115.156.143.191,115.182.2.69,6,38770,443,8302,14020.544
210.42.109.81,120.226.50.25,6,80,29013,70740,483.072
58.19.27.41,112.86.215.57,17,40430,48840,1139,2174.8
180.164.4.167,115.156.143.207,17,22072,43133,13520,3748.982
43.141.131.171,115.156.141.153,6,80,20358,7350,781.187
220.181.107.139,115.156.142.124,6,443,7277,3576,28.791
49.4.39.177,115.156.141.152,6,443,35956,3776,111.248
219.151.141.178,115.156.144.209,6,443,7406,2509,55.841
119.36.116.193,218.106.117.236,6,443,53966,264056,670.38
221.15.71.78,183.95.73.41,6,443,11586,3274,34.13
39.106.153.247,183.95.73.36,6,443,38832,3161,986.89
218.106.117.236,203.119.174.148,6,59430,443,1315,112.673
183.95.73.27,123.6.129.176,6,55900,6447,4426,789.615
1.95.21.33,115.156.144.172,6,443,51160,1632,226.511
121.194.11.72,115.156.144.81,6,443,59266,1086,111.724
122.190.168.230,183.94.22.21,6,443,50615,9976,1.078
115.156.143.136,210.42.68.11,6,45786,80,1526,22.188
112.132.119.67,218.106.117.236,6,443,56216,4105,77.309
218.106.117.236,157.255.219.229,6,42198,443,5040,5222.235
115.156.144.123,106.55.209.88,6,10880,80,3904,4181.886
115.156.143.97,20.190.163.18,6,49646,443,1212,298.038
121.194.11.73,115.156.141.42,6,443,57752,2507,3127.901
222.20.74.228,117.151.88.95,17,59262,14203,443577,739.582
222.199.191.36,115.156.143.212,6,443,52886,2992,152.667
119.97.181.245,183.95.73.29,6,80,7143,4602,2047.337
122.189.237.9,183.95.73.49,6,443,59221,10841,255.941
115.156.142.12,59.82.9.131,6,55168,443,1193,604.075
58.19.27.23,113.56.189.162,6,43200,443,1454,74.973
218.106.117.236,123.6.28.35,6,59247,443,1212,112.626
183.95.73.64,1.24.27.108,17,50872,19237,4324,878.792
42.48.143.41,183.95.73.43,6,443,40498,2551,50.981
222.192.186.77,115.156.144.196,6,443,7495,1619,94.203
115.156.144.125,116.207.181.200,6,53827,443,53505,1179.257
115.156.144.32,120.92.107.7,6,42360,443,2576,70.828
183.95.73.47,157.148.45.225,6,52027,10012,1860,1083.774
113.207.38.105,183.94.22.48,6,80,4515,145868,568.279
152.136.39.164,183.94.22.75,17,30972,53773,11766,12336.768
210.42.68.9,115.156.144.197,6,80,38716,37889,933.126
180.163.222.149,211.67.22.106,6,80,63053,1168,21.633
112.19.142.236,115.156.143.63,6,443,53188,6772,1457.428
119.36.225.167,218.106.117.236,6,80,49642,782952,3402.317
183.94.22.21,58.20.173.27,6,56317,443,3123,285.687
60.28.200.241,183.94.22.10,6,1500,38184,30280,8281.158
119.188.204.78,218.106.117.236,6,443,26181,849723,206.717
124.164.116.187,202.114.0.245,6,22583,443,3619,677.342
120.244.223.112,222.20.97.213,6,47906,80,32394,10373.697
115.156.142.93,121.194.11.73,6,57344,443,2899,493.059
115.156.143.236,114.233.15.182,17,38938,17940,7043,10857.808
116.2.168.52,183.95.73.84,17,50184,40485,164796,1384.972
58.19.27.66,157.148.54.16,6,45674,443,1176,108.036
58.19.27.58,119.167.217.141,6,18358,16618,6467,229.138
119.36.34.169,183.95.73.99,6,80,46962,300801,2375.495
115.156.142.194,18.182.32.116,6,51516,21581,1283,4610.59
122.112.229.103,115.156.143.254,17,27503,55092,235677,14882.143
43.141.131.144,115.156.141.153,6,80,18855,2000,9019.228
116.178.236.155,183.94.22.34,6,443,57938,4194,3016.407
163.204.218.92,183.95.73.64,6,5726,32902,8980,4573.276
223.104.71.84,210.42.108.14,6,21726,80,1280,414.968
220.202.7.95,218.106.117.230,6,443,40240,4956,6.774
116.207.181.200,115.156.141.109,6,443,44832,1725,6902.222
222.192.187.240,115.156.143.209,6,443,55123,757841,1067.325
222.192.187.243,115.156.141.214,6,443,58860,3231,3623.304
115.156.144.124,156.238.222.66,6,45768,443,4200,533.143
111.172.236.82,183.94.22.71,6,80,55217,8976,1023.794
58.19.27.70,124.88.91.22,6,5531,80,1714,328.217
157.255.6.155,218.106.117.236,6,7070,56552,4306,6818.986
112.83.140.11,218.106.117.236,6,443,36660,15840,3196.073
69.234.206.194,115.156.143.212,6,443,8267,1832,105.36
58.19.27.26,35.73.6.249,6,50032,443,1699,75.464
115.156.143.146,222.246.140.1,6,7325,443,193970,465.749
58.205.220.12,122.205.15.92,6,80,64723,38018,1498.936
110.242.69.174,183.94.22.77,6,443,60793,5749,144.324
183.94.22.88,60.169.11.73,17,60305,22898,2101,6900.488
218.106.117.236,60.221.73.39,6,52266,443,1264,559.687
43.137.231.28,183.94.22.37,6,80,37427,1124,264.921
222.20.63.6,122.205.109.38,6,54338,443,3175,12.602
183.61.239.180,115.156.141.29,6,443,45924,3349,263.728
122.191.114.195,183.94.22.87,6,443,49789,2288,45.998
61.241.55.121,218.106.117.236,17,16817,60985,11484,4015.724
8.138.165.75,222.20.70.221,17,4030,12499,289726,14247.564
43.242.156.2,218.106.117.236,6,80,50362,1360,3113.315
